-24468.27	 8149.00	 3309.00	26001.00	 2693.00	  121.86	3	1	38617270

-17569.41	18582.70	 3488.00	25810.21	 2223.24	  129.45	0	1	38617330

-17835.85	18599.04	 3110.00	25956.00	 2230.00	  114.69	3	2	38617360

-24420.04	 7921.14	 3487.00	25908.34	 2700.47	  128.92	2	1	38618330

-17959.26	18645.87	 3309.00	26098.91	 2232.09	  121.40	2	2	38618420

-24272.90	 7971.14	 3449.00	25780.00	 2697.00	  128.14	3	1	38618510

-24039.91	 8036.69	 3368.00	25570.47	 2691.91	  126.14	0	2	38618500

-17354.35	18364.55	 3003.00	25445.00	 2223.00	  112.96	3	2	38618610

-23671.28	 8824.94	 3341.00	25482.77	 2659.23	  125.56	1	1	38618590

-17073.52	18145.21	 3128.00	25110.52	 2220.95	  119.26	0	1	38618570

-23912.79	 7561.35	 3177.00	25280.21	 2707.55	  120.33	2	1	38619580

-17679.80	18531.51	 3363.00	25832.19	 2227.54	  124.67	2	2	38619640

-23905.73	 8073.05	 3414.00	25462.00	 2689.00	  128.43	3	1	38619760

-23642.87	 7942.68	 3344.00	25164.53	 2690.51	  127.27	0	2	38619770

-17281.28	18172.52	 3193.00	25280.00	 2226.00	  120.94	3	2	38619890

-17036.08	18050.90	 3271.00	25035.22	 2222.39	  125.12	0	1	38619830

-23735.69	 8026.28	 3126.00	25250.26	 2688.62	  118.53	1	1	38619870

-16743.75	18484.71	 3311.00	25159.50	 2202.85	  126.03	1	2	38619920

-23722.30	 7864.06	 3404.00	25222.57	 2694.32	  129.27	2	1	38620850

-17417.87	18017.14	 3214.00	25265.18	 2233.85	  121.81	2	2	38620910

-23427.74	 7868.88	 3315.00	24935.26	 2690.56	  127.33	0	2	38621030

-23585.08	 7964.76	 3312.00	25113.00	 2689.00	  126.31	3	1	38621030

-16862.28	17977.54	 3170.00	24851.10	 2219.44	  122.14	0	1	38621080

-16923.66	18021.87	 3272.00	24938.00	 2220.00	  125.65	3	2	38621130

-23515.01	 7706.00	 3351.00	24971.33	 2697.60	  128.53	1	1	38621180

-17689.78	17167.24	 2934.00	24824.40	 2264.31	  113.13	1	2	38621230

-23444.31	 7899.61	 3397.00	24971.57	 2689.64	  130.31	2	1	38622090

-23278.97	 7888.56	 3324.00	24803.00	 2688.00	  128.36	3	1	38622270

-23187.81	 7819.04	 3422.00	24708.74	 2689.43	  132.68	0	2	38622280

-16729.50	17740.51	 3272.00	24603.00	 2222.00	  127.38	3	2	38622360

-22845.25	 8094.68	 3294.00	24459.76	 2674.82	  128.99	1	1	38622480

-16273.84	17967.21	 3243.00	24457.63	 2202.81	  126.99	1	2	38622540

-23372.36	 8172.15	 3436.00	24997.15	 2678.80	  131.68	2	1	38623360

-16971.38	17360.66	 3289.00	24499.75	 2239.17	  128.58	2	2	38623420

-22963.62	 7835.35	 3293.00	24486.00	 2686.00	  128.81	3	1	38623510

-22805.32	 7845.50	 3342.00	24347.55	 2683.60	  131.49	0	2	38623530

-16201.96	17545.72	 3252.00	24102.52	 2212.00	  129.24	0	1	38623580

-16541.28	17763.20	 3243.00	24488.00	 2216.00	  126.84	3	2	38623610

-15585.35	18337.45	 3173.00	24274.13	 2172.70	  125.18	1	2	38623810

-23025.58	 7899.40	 3433.00	24583.80	 2684.41	  133.79	2	1	38624610

-16755.47	17149.01	 3228.00	24192.03	 2238.92	  127.80	2	3	38624670

-22783.28	 7429.12	 3372.00	24200.00	 2699.00	  133.49	3	1	38624760

-22627.74	 7757.29	 3238.00	24138.66	 2684.62	  128.48	0	2	38624780

-16394.72	17376.64	 3156.00	24097.61	 2222.24	  125.42	0	1	38624870

-16334.56	17394.54	 3189.00	24074.00	 2220.00	  126.87	3	2	38624860

-22413.16	 7749.17	 3304.00	23944.01	 2682.13	  132.19	1	1	38625060

-15873.33	17675.65	 3271.00	23981.04	 2198.75	  130.66	1	2	38625110

-22790.18	 7761.45	 3491.00	24327.34	 2686.55	  137.51	2	1	38625870

-22372.94	 7555.42	 3338.00	23849.00	 2689.00	  134.10	3	1	38626000

-22316.62	 7671.56	 3315.00	23830.10	 2683.82	  133.27	0	2	38626030

-16159.49	17208.10	 3259.00	23830.00	 2220.00	  131.01	3	2	38626110

-15576.34	17151.86	 3215.00	23391.12	 2204.07	  131.67	0	1	38626120

-21982.56	 7753.39	 3360.00	23550.75	 2676.20	  136.71	1	1	38626360

-22387.89	 7218.25	 3377.00	23763.94	 2702.16	  136.16	2	1	38627120

-22070.18	 7659.75	 3353.00	23601.00	 2681.00	  136.13	3	1	38627270

-21920.01	 7583.23	 3391.00	23441.23	 2681.95	  138.63	0	2	38627300

-16346.81	16798.06	 3269.00	23666.00	 2237.00	  132.33	3	2	38627360

-15539.78	16975.09	 3161.00	23229.95	 2207.87	  130.35	0	1	38627360

-21549.36	 8041.80	 3376.00	23247.42	 2658.92	  139.17	1	1	38627650

-22121.77	 7299.96	 3468.00	23551.84	 2695.63	  141.13	2	1	38628380

-15968.57	16581.94	 3205.00	23242.80	 2232.01	  132.10	2	2	38628430

-16350.98	17367.53	 3293.00	24079.65	 2221.22	  131.00	2	4	38627190

-21841.61	 7478.06	 3384.00	23333.00	 2685.00	  138.98	3	1	38628510

-21513.66	 7457.22	 3436.00	23027.24	 2681.37	  143.02	0	2	38628550

-15969.11	16722.40	 3208.00	23344.00	 2228.00	  131.65	3	2	38628610

-15454.39	16789.12	 3154.00	23036.07	 2210.49	  131.16	0	1	38628600

-21561.51	 7528.63	 3422.00	23093.05	 2679.21	  142.03	1	1	38628920

-15855.91	16624.47	 3130.00	23185.77	 2227.41	  129.31	1	2	38628980

-21804.16	 7337.06	 3507.00	23271.28	 2690.03	  144.46	2	1	38629610

-15738.40	16439.94	 3342.00	23003.00	 2229.18	  139.23	2	2	38629670

-21535.80	 7323.00	 3437.00	23005.00	 2687.00	  143.20	3	1	38629760

-21202.68	 7418.57	 3406.00	22719.81	 2678.59	  143.70	0	2	38629800

-15641.82	16483.04	 3266.00	22957.00	 2225.00	  136.32	3	2	38629860

-15037.92	16582.04	 3239.00	22618.45	 2203.40	  137.22	0	1	38629850

-20960.77	 7523.56	 3524.00	22547.20	 2670.92	  149.86	1	1	38630230

-21510.61	 7438.85	 3532.00	23032.97	 2682.06	  147.01	2	1	38630890

-15462.77	16098.17	 3314.00	22566.15	 2230.78	  140.75	2	2	38630940

-20924.77	 7296.31	 3445.00	22426.55	 2679.61	  147.27	0	2	38631040

-21298.77	 7093.42	 3460.00	22714.00	 2693.00	  146.03	3	1	38631020

-15025.40	16434.46	 3232.00	22501.11	 2207.26	  137.64	0	1	38631090

-15185.19	16410.00	 3166.00	22581.00	 2213.00	  134.33	3	2	38631140

-20896.48	 6968.78	 3378.00	22285.37	 2692.62	  145.31	1	1	38631520

-21250.63	 7445.53	 3431.00	22777.12	 2678.19	  144.39	2	1	38632130

-15360.04	16136.01	 3262.00	22515.38	 2226.48	  138.84	2	3	38632190

-20969.03	 6959.22	 3315.00	22341.00	 2694.00	  142.22	3	1	38632290

-14856.03	16360.95	 3173.00	22326.00	 2204.00	  136.18	3	2	38632380

-20620.46	 7216.67	 3366.00	22104.60	 2678.52	  145.98	0	2	38632380

-14760.34	16174.45	 3205.00	22130.35	 2206.38	  138.78	0	1	38632470

-20480.40	 7082.81	 3397.00	21935.19	 2682.05	  148.48	1	1	38632810

-20908.50	 7163.52	 3447.00	22368.80	 2684.80	  147.74	2	1	38633700

-15184.42	15934.05	 3163.00	22236.57	 2227.00	  136.29	2	2	38633770

-20613.07	 6865.05	 3324.00	21979.00	 2693.00	  144.98	3	1	38633980

-20549.97	 6569.69	 3459.00	21850.09	 2704.52	  151.81	1	1	38634110

-14597.81	16246.70	 3090.00	22059.00	 2199.00	  134.21	3	2	38634140

-14403.38	16121.56	 3220.00	21857.05	 2196.31	  141.20	1	2	38634160

-20192.13	 7084.07	 3397.00	21666.70	 2677.79	  150.34	0	2	38634410

-14276.83	15801.20	 3302.00	21550.15	 2201.64	  146.90	0	1	38634480

-20303.60	 6713.75	 3402.00	21653.73	 2695.04	  150.65	2	1	38635700

-14662.70	15630.65	 3337.00	21689.80	 2219.50	  147.50	2	2	38635770

-20078.31	 6944.89	 3318.00	21503.00	 2682.00	  147.94	3	1	38636000

-19968.66	 6679.52	 3524.00	21349.05	 2691.75	  158.35	1	1	38636060

-14202.84	15940.93	 3092.00	21573.00	 2195.00	  137.34	3	2	38636150

-14119.32	15735.81	 3170.00	21378.02	 2198.35	  142.12	1	2	38636150

-19753.25	 6973.40	 3391.00	21220.70	 2675.93	  153.25	0	2	38636410

-13739.35	15466.92	 3242.00	20940.53	 2193.58	  148.44	0	1	38636470

-19676.84	 6448.00	 3526.00	21004.46	 2697.60	  161.07	2	1	38637690

-14253.89	15440.13	 3315.00	21273.46	 2211.87	  149.41	2	2	38637750

-19565.37	 6905.41	 3319.00	21012.00	 2676.00	  151.47	3	1	38637990

-19479.74	 6567.51	 3544.00	20860.31	 2689.48	  163.03	1	1	38638060

-13872.15	15569.77	 3091.00	21081.00	 2195.00	  140.52	3	2	38638160

-19254.81	 6901.54	 3386.00	20732.68	 2671.35	  156.66	0	2	38638420

-13358.28	15223.77	 3277.00	20516.96	 2187.76	  153.18	0	1	38638490

-19063.54	 6189.41	 3588.00	20361.75	 2700.21	  169.15	2	1	38639680

-13827.37	15029.31	 3269.00	20682.43	 2210.25	  151.57	2	2	38639740

-19047.51	 6521.42	 3333.00	20407.00	 2685.00	  156.67	3	1	38639990

-18931.26	 6628.27	 3426.00	20348.56	 2678.39	  161.55	1	1	38640060

